species_id,scientific_name,IUCN_Genus,IUCN_Species,redlist_status,Timestamp_redlist,common_name,Comment
798,Porites densa,Porites,densa,NT,01/01/2008,,
799,Porites desilveri,Porites,desilveri,EN,01/01/2008,,
800,Porites divaricata,Porites,divaricata,LC,01/01/2008,,
801,Porites duerdeni,Porites,duerdeni,LC,01/01/2008,,
802,Porites echinulata,Porites,echinulata,NT,01/01/2008,,
803,Porites eridani,Porites,eridani,EN,01/01/2008,,
804,Porites evermanni,Porites,evermanni,DD,01/01/2008,,
805,Porites flavus,Porites,flavus,DD,01/01/2008,,
806,Porites fontanesii,Porites,fontanesii,NE,N/A,,
807,Porites furcata,Porites,furcata,LC,01/01/2008,,
808,Porites gabonensis,Porites,bernardi,LC,Jan-08,,
809,Porites harrisoni,Porites,harrisoni,NT,01/01/2008,,
810,Porites hawaiiensis,Porites,hawaiiensis,NE,N/A,,
811,Porites heronensis,Porites,heronensis,LC,01/01/2008,,
812,Porites horizontalata,Porites,horizontalata,VU,01/01/2008,,
813,Porites latistellata,Porites,latistella,LC,Jan-08,,
814,Porites latistellata,Porites,latistellata,LC,01/01/2008,,
815,Porites lichen,Porites,lichen,LC,01/01/2008,,
816,Porites lobata,Porites,excavata,DD,Jan-08,,
817,Porites lobata,Porites,lobata,NT,01/01/2008,,
818,Porites lutea,Porites,lutea,LC,01/01/2008,,
819,Porites mayeri,Porites,mayeri,LC,01/01/2008,,
820,Porites monticulosa,Porites,monticulosa,LC,01/01/2008,,
821,Porites murrayensis,Porites,murrayensis,NT,01/01/2008,,
822,Porites myrmidonensis,Porites,myrmidonensis,LC,01/01/2008,,
823,Porites napopora,Porites,napopora,VU,01/01/2008,,
824,Porites negrosensis,Porites,negrosensis,NT,01/01/2008,,
825,Porites nigrescens,Porites,nigrescens,VU,01/01/2008,,
826,Porites nodifera,Porites,nodifera,LC,01/01/2008,,
827,Porites okinawensis,Porites,okinawensis,VU,01/01/2008,,
828,Porites ornata,Porites,ornata,EN,01/01/2008,,
829,Porites panamensis,Porites,panamensis,LC,01/01/2008,,
830,Porites porites,Porites,porites,LC,01/01/2008,,
831,Porites profundus,Porites,profundus,LC,01/01/2008,,
832,Porites pukoensis,Porites,pukoensis,CR,01/01/2008,,
833,Porites randalli,Porites,randalli,NE,N/A,,
834,Porites rugosus,Porites,rugosa,VU,Jan-08,,
835,Porites rus,Porites,rus,LC,01/01/2008,,
836,Porites sillimaniani,Porites,sillimaniana,VU,Jan-08,,
837,Porites solida,Porites,solida,LC,01/01/2008,,
838,Porites somaliensis,Porites,somaliensis,NT,01/01/2008,,
839,Porites stephensoni,Porites,stephensoni,NT,01/01/2008,,
840,Porites studeri,Porites,studeri,LC,01/01/2008,,
841,Porites superfusa,Porites,superfusa,VU,01/01/2008,,
842,Porites sverdrupi,Porites,sverdrupi,VU,01/01/2008,,
843,Porites tuberculosus,Porites,tuberculosa,LC,Jan-08,,
844,Porites vaughani,Porites,vaughani,LC,01/01/2008,,
845,Psammocora albopicta,Psammocora,albopicta,DD,01/01/2008,,
846,Psammocora contigua,Psammocora,contigua,NT,01/01/2008,,
847,Psammocora contigua,Psammocora,decussata,DD,Jan-08,,
848,Psammocora contigua,Psammocora,obtusangula,NT,Jan-08,,
849,Psammocora contigua,Psammocora,ramosa,DD,Jan-08,,
850,Psammocora digitata,Psammocora,digitata,NT,01/01/2008,,
851,Psammocora haimiana,Psammocora,haimeana,LC,Jan-08,,spelling
852,Psammocora nierstraszi,Psammocora,nierstraszi,LC,01/01/2008,,
853,Psammocora nierstraszi,Psammocora,verrilli,DD,Jan-08,,
854,Psammocora nierstraszi,Psammocora,vaughani,NT,Jan-08,,
855,Psammocora profundacella,Psammocora,profundacella,LC,01/01/2008,,
856,Psammocora profundacella,Psammocora,superficialis,LC,Jan-08,,
857,Psammocora stellata,Psammocora,stellata,VU,01/01/2008,,
858,Pseudodiploria clivosa,Diploria,clivosa,LC,Jan-08,,
859,Pseudodiploria strigosa,Diploria,strigosa,LC,Jan-08,,
860,Pseudosiderastrea formosa,Pseudosiderastrea,formosa,NE,N/A,,
861,Pseudosiderastrea tayamai,Pseudosiderastrea,tayami,NT,01/01/2008,,
862,Sandalolitha boucheti,Sandalolitha,boucheti,NE,N/A,,
863,Sandalolitha dentata,Sandalolitha,dentata,LC,01/01/2008,,
864,Sandalolitha robusta,Sandalolitha,robusta,LC,01/01/2008,,
865,Scapophyllia cylindrica,Scapophyllia,cylindrica,LC,01/01/2008,,
866,Schizoculina africana,Schizoculina,africana,DD,01/01/2008,,
867,Schizoculina fissipara,Schizoculina,fissipara,DD,01/01/2008,,
868,Sclerophyllia margariticola,Sclerophyllia,margariticola,NE,N/A,,
869,Sclerophyllia maxima,Acanthastrea,maxima,NT,Jan-08,,
870,Sclerophyllia maxima,Sclerophyllia,maxima,NE,N/A,,
871,Scolymia cubensis,Scolymia,cubensis,LC,01/01/2008,,
872,Scolymia lacera,Scolymia,lacera,LC,01/01/2008,,
873,Scolymia wellsii,Scolymia,wellsi,DD,Jan-08,,
874,Seriatopora aculeata,Seriatopora,aculeata,VU,01/01/2008,,
875,Seriatopora caliendrum,Seriatopora,caliendrum,NT,01/01/2008,,
876,Seriatopora dentritica,Seriatopora,dendritica,VU,Jan-08,,
877,Seriatopora guttata,Seriatopora,guttatus,LC,Jan-08,,
878,Seriatopora hystrix,Seriatopora,hystrix,LC,01/01/2008,,
879,Seriatopora stellata,Seriatopora,stellata,NT,01/01/2008,,
880,Siderastrea radians,Siderastrea,radians,LC,01/01/2008,,
881,Siderastrea savignyana,Siderastrea,savignyana,LC,01/01/2008,,
882,Siderastrea siderea,Siderastrea,glynni,CR,Jan-08,,
883,Siderastrea siderea,Siderastrea,siderea,LC,01/01/2008,,
884,Siderastrea stellata,Siderastrea,stellata,DD,01/01/2008,,
885,Simplastrea vesicularis,Simplastrea,vesicularis,DD,01/01/2008,,
886,Sinuorota hexagonalis,Fungia,hexagonalis,LC,Jan-08,,
887,Sinuorota hexagonalis,Sinuorota,hexagonalis,NE,N/A,,
888,Solenastrea bournoni,Solenastrea,bournoni,LC,01/01/2008,,
889,Solenastrea hyades,Solenastrea,hyades,LC,01/01/2008,,
890,Stephanocoenia intersepta,Stephanocoenia,intersepta,LC,01/01/2008,,
891,Stylaraea punctata,Stylaraea,punctata,DD,01/01/2008,,
892,Stylocoeniella armata,Stylocoeniella,armata,LC,01/01/2008,,
893,Stylocoeniella cocosensis,Stylocoeniella,cocosensis,VU,01/01/2008,,
894,Stylocoeniella guentheri,Stylocoeniella,guentheri,LC,01/01/2008,,
895,Stylophora danae,Stylophora,danae,LC,01/01/2008,,
896,Stylophora kuehlmanni,Stylophora,kuehlmanni,LC,01/01/2008,,
897,Stylophora madagascarensis,Stylophora,madagascarensis,EN,01/01/2008,,
898,Stylophora mamillata,Stylophora,mamillata,LC,01/01/2008,,
899,Stylophora pistillata,Stylophora,pistillata,NT,01/01/2008,,
900,Stylophora subseriata,Stylophora,subseriata,LC,01/01/2008,,
901,Stylophora wellsi,Stylophora,wellsi,NT,01/01/2008,,
902,taxon inquirendum,Acropora,haimei,DD,Jan-08,,taxon inquirendum
903,Trachyphyllia geoffroyi,Trachyphyllia,geoffroyi,NT,01/01/2008,,
904,Turbinaria bifrons,Turbinaria,bifrons,VU,01/01/2008,,
905,Turbinaria conspicua,Turbinaria,conspicua,LC,01/01/2008,,
906,Turbinaria frondens,Turbinaria,frondens,LC,01/01/2008,,
907,Turbinaria heronensis,Turbinaria,heronensis,VU,01/01/2008,,
908,Turbinaria irregularis,Turbinaria,irregularis,LC,01/01/2008,,
909,Turbinaria mesenterina,Turbinaria,mesenterina,VU,01/01/2008,,
910,Turbinaria patula,Turbinaria,patula,VU,01/01/2008,,
911,Turbinaria peltata,Turbinaria,peltata,VU,01/01/2008,,
912,Turbinaria radicalis,Turbinaria,radicalis,NT,01/01/2008,,
913,Turbinaria reniformis,Turbinaria,reniformis,VU,01/01/2008,,
914,Turbinaria stellulata,Turbinaria,stellulata,VU,01/01/2008,,
915,Zoopilus echinatus,Zoopilus,echinatus,LC,01/01/2008,,
